# Reviewed-protein consensus per KO; generated by scripts/build_kegg_swissprot_consensus.py.
# Swiss-Prot 2026_03 (uniprot_sprot.dat.gz sha256 c87208822a56e8ae); KEGG gene links sha256 20ab0dd3b910cb82; go-basic.obo sha256 b08d45b268b8c24c
# ko	predicate	agreeing	proteins
K13185	atpase	6	6
K13185	hydrolase	6	6
K13210	regulator	6	6
K13210	regulatory	6	6
K13236	oxidoreductase	6	6
K13237	nad_binding	6	6
K13237	oxidoreductase	6	6
K13239	cytoplasmic	6	6
K13239	isomerase	6	6
K13240	monooxygenase	7	7
K13240	nad_binding	7	7
K13240	oxidoreductase	7	7
K13240	oxygenase	7	7
K13241	monooxygenase	8	8
K13241	nad_binding	8	8
K13241	oxidoreductase	8	8
K13241	oxygenase	8	8
K13247	dehydrogenase	7	7
K13247	nad_binding	7	7
K13247	oxidoreductase	7	7
K13248	hydrolase	8	8
K13248	phosphatase	7	8
K13252	transferase	11	11
K13254	isomerase	23	23
K13273	atp_binding	5	5
K13273	kinase	5	5
K13273	transferase	5	5
K13279	oxidoreductase	9	9
K13279	peroxidase	9	9
K13280	hydrolase	56	57
K13280	peptidase	56	57
K13280	protease	56	57
K13281	hydrolase	20	20
K13282	hydrolase	5	5
K13282	peptidase	5	5
K13282	protease	5	5
K13288	hydrolase	169	169
K13289	hydrolase	35	35
K13289	peptidase	35	35
K13289	protease	35	35
K13291	enzyme	5	5
K13291	nucleotidyltransferase	5	5
K13291	phosphotransferase	5	5
K13291	polymerase	5	5
K13291	regulator	5	5
K13291	regulatory	5	5
K13291	rna_processing	5	5
K13291	transferase	5	5
K13292	transferase	524	524
K13293	hydrolase	14	14
K13293	phosphodiesterase	14	14
K13299	cytoplasmic	5	5
K13299	transferase	5	5
K13302	kinase	10	10
K13302	serine_threonine_kinase	10	10
K13302	transferase	10	10
K13303	kinase	9	9
K13303	serine_threonine_kinase	9	9
K13303	transferase	9	9
K13333	esterase	18	18
K13333	hydrolase	18	18
K13338	atp_binding	6	6
K13338	atpase	6	6
K13338	hydrolase	6	6
K13339	atp_binding	15	15
K13339	atpase	15	15
K13339	hydrolase	15	15
K13343	cytoplasmic	9	10
K13343	membrane	9	10
K13346	transferase	9	9
K13355	hydrolase	5	5
K13356	nad_binding	20	21
K13356	oxidoreductase	20	21
K13378	electron_transport	129	129
K13378	translocase	129	129
K13378	transporter	129	129
K13379	isomerase	8	9
K13379	mutase	8	9
K13380	electron_transport	6	6
K13380	translocase	6	6
K13380	transporter	6	6
K13403	hydrolase	9	9
K13403	nad_binding	9	9
K13403	oxidoreductase	9	9
K13411	nad_binding	10	10
K13411	oxidoreductase	10	10
K13411	peroxidase	10	10
K13412	kinase	78	78
K13412	serine_threonine_kinase	78	78
K13412	transferase	78	78
K13418	kinase	5	5
K13418	serine_threonine_kinase	5	5
K13418	transferase	5	5
K13421	decarboxylase	13	13
K13421	glycosyltransferase	11	13
K13421	lyase	13	13
K13421	transferase	11	13
K13436	kinase	8	8
K13436	serine_threonine_kinase	7	8
K13436	transferase	8	8
K13444	oxidoreductase	6	6
K13444	sulfur_metabolism	6	6
K13447	nad_binding	13	13
K13447	oxidoreductase	13	13
K13447	peroxidase	13	13
K13450	lyase	6	6
K13485	decarboxylase	7	7
K13485	lyase	7	7
K13491	amidase	18	18
K13491	esterase	18	18
K13491	hydrolase	18	18
K13496	glycosyltransferase	6	6
K13496	transferase	6	6
K13497	glycosyltransferase	5	5
K13497	transferase	5	5
K13498	decarboxylase	16	16
K13498	isomerase	15	16
K13498	lyase	16	16
K13499	carbohydrate_active	5	5
K13499	enzyme	5	5
K13499	glycosyltransferase	5	5
K13499	transferase	5	5
K13501	decarboxylase	5	5
K13501	isomerase	5	5
K13501	lyase	5	5
K13506	transferase	12	12
K13508	transferase	8	8
K13509	transferase	9	9
K13510	transferase	11	11
K13511	transferase	11	11
K13513	transferase	7	7
K13515	transferase	6	6
K13516	transferase	7	7
K13517	transferase	6	6
K13523	transferase	10	10
K13524	aminotransferase	11	11
K13524	plp_binding	11	11
K13524	transferase	11	11
K13526	translocase	6	6
K13526	transporter	6	6
K13539	hydrolase	6	6
K13539	metal_binding	6	6
K13539	peptidase	6	6
K13539	protease	6	6
K13566	amidase	13	15
K13566	hydrolase	15	15
K13571	ligase	76	76
K13571	synthetase	76	76
K13581	dna_methylase	12	12
K13581	methyltransferase	12	12
K13581	transferase	12	12
K13596	kinase	9	9
K13596	serine_threonine_kinase	9	9
K13596	transferase	9	9
K13598	sensor_kinase	6	6
K13598	transferase	6	6
K13598	two_component	6	6
K13609	nad_binding	7	7
K13609	oxidoreductase	7	7
K13616	amidase	5	5
K13616	esterase	5	5
K13616	hydrolase	5	5
K13617	esterase	20	20
K13617	hydrolase	20	20
K13618	esterase	6	6
K13618	hydrolase	6	6
K13644	transferase	6	6
K13648	cytoplasmic	10	11
K13648	glycosyltransferase	11	11
K13648	transferase	11	11
K13667	glycosyltransferase	9	9
K13667	transferase	9	9
K13676	glycosyltransferase	8	8
K13676	transferase	8	8
K13680	glycosyltransferase	12	12
K13680	transferase	12	12
K13681	glycosyltransferase	9	9
K13681	transferase	9	9
K13682	glycosyltransferase	13	13
K13682	transferase	13	13
K13686	glycosyltransferase	6	6
K13686	transferase	6	6
K13692	glycosyltransferase	6	6
K13692	transferase	6	6
K13693	glycosyltransferase	8	8
K13693	transferase	8	8
K13694	hydrolase	5	5
K13694	peptidase	5	5
K13694	protease	5	5
K13696	esterase	8	8
K13696	hydrolase	8	8
K13697	esterase	7	7
K13697	hydrolase	7	7
K13699	transferase	5	5
K13700	esterase	6	6
K13700	hydrolase	6	6
K13702	esterase	5	5
K13702	hydrolase	5	5
K13703	esterase	6	6
K13703	hydrolase	6	6
K13704	esterase	7	7
K13704	hydrolase	7	7
K13711	atp_binding	14	14
K13711	kinase	14	14
K13711	transferase	14	14
K13714	amidase	10	10
K13714	carbohydrate_active	10	10
K13714	glycosidase	10	10
K13714	hydrolase	10	10
K13715	cysteine_protease	7	7
K13715	hydrolase	7	7
K13715	protease	7	7
K13719	hydrolase	12	12
K13719	peptidase	12	12
K13719	protease	12	12
K13722	hydrolase	7	7
K13722	peptidase	7	7
K13722	protease	7	7
K13748	glycosyltransferase	6	6
K13748	transferase	6	6
K13750	ion_transporter	5	5
K13750	metal_transporter	5	5
K13750	transporter	5	5
K13755	carbohydrate_esterase	11	12
K13755	enzyme	11	12
K13755	esterase	11	12
K13755	hydrolase	12	12
K13755	phosphodiesterase	12	12
K13756	hydrolase	5	5
K13756	phosphodiesterase	5	5
K13761	hydrolase	5	5
K13761	phosphodiesterase	5	5
K13762	hydrolase	5	5
K13762	phosphodiesterase	5	5
K13763	hydrolase	6	6
K13763	phosphodiesterase	6	6
K13787	transferase	15	15
K13788	transferase	23	23
K13789	transferase	16	17
K13791	transferase	6	6
K13797	nucleotidyltransferase	9	9
K13797	transferase	9	9
K13799	atp_binding	27	27
K13799	kinase	27	27
K13799	ligase	27	27
K13799	synthetase	27	27
K13799	transferase	27	27
K13800	atp_binding	15	15
K13800	kinase	15	15
K13800	transferase	15	15
K13806	esterase	5	5
K13806	hydrolase	5	5
K13807	hydrolase	7	7
K13807	phosphatase	7	7
K13811	nucleotidyltransferase	12	12
K13811	transferase	12	12
K13812	dehydratase	14	14
K13812	lyase	14	14
K13830	atp_binding	38	38
K13830	dehydratase	38	38
K13830	dehydrogenase	38	38
K13830	kinase	38	38
K13830	lyase	38	38
K13830	nad_binding	38	38
K13830	oxidoreductase	38	38
K13830	transferase	38	38
K13892	translocase	19	19
K13892	transporter	19	19
K13915	carbohydrate_active	36	36
K13915	glycosidase	36	36
K13915	hydrolase	36	36
K13923	transferase	9	9
K13930	glycosyltransferase	11	11
K13930	transferase	11	11
K13934	nucleotidyltransferase	15	15
K13934	transferase	15	15
K13938	nad_binding	18	18
K13938	oxidoreductase	18	18
K13941	atp_binding	6	6
K13941	kinase	6	6
K13941	transferase	6	6
K13942	hydrogen_metabolism	8	8
K13942	hydrogenase	8	8
K13942	oxidoreductase	8	8
K13948	nad_binding	7	7
K13948	oxidoreductase	7	7
K13950	aminotransferase	5	5
K13950	plp_binding	5	5
K13950	transferase	5	5
K13951	dehydrogenase	15	15
K13951	nad_binding	15	15
K13951	oxidoreductase	15	15
K13953	dehydrogenase	38	38
K13953	nad_binding	38	38
K13953	oxidoreductase	38	38
K13954	dehydrogenase	5	5
K13954	nad_binding	5	5
K13954	oxidoreductase	5	5
K13960	transferase	6	6
K13979	dehydrogenase	7	8
K13979	nad_binding	7	8
K13979	oxidoreductase	8	8
K13982	atp_binding	9	9
K13982	atpase	9	9
K13982	cytoplasmic	9	9
K13982	hydrolase	9	9
K13985	hydrolase	8	8
K13985	phosphodiesterase	8	8
K13990	lyase	6	6
K13990	transferase	6	6
K13998	methyltransferase	7	7
K13998	nad_binding	7	7
K13998	oxidoreductase	7	7
K13998	transferase	7	7
K14048	amidase	13	13
K14048	hydrolase	13	13
K14050	transferase	11	11
K14058	sulfurtransferase	299	299
K14058	transferase	299	299
K14073	esterase	6	6
K14073	hydrolase	6	6
K14075	esterase	5	5
K14075	hydrolase	5	5
K14079	nucleotidyltransferase	11	11
K14079	transferase	11	11
K14083	methyltransferase	7	7
K14083	transferase	7	7
K14085	nad_binding	9	9
K14085	oxidoreductase	9	9
K14127	hydrogen_metabolism	5	5
K14127	hydrogenase	5	5
K14127	oxidoreductase	5	5
K14153	atp_binding	5	5
K14153	kinase	5	5
K14153	transferase	5	5
K14155	lyase	7	7
K14156	atp_binding	13	13
K14156	kinase	13	13
K14156	transferase	13	13
K14157	nad_binding	5	5
K14157	oxidoreductase	5	5
K14162	nucleotidyltransferase	72	72
K14162	transferase	72	72
K14164	ligase	5	5
K14164	translation	5	5
K14164	trna_synthetase	5	5
K14165	hydrolase	57	59
K14165	phosphatase	57	59
K14168	nucleotidyltransferase	40	40
K14168	transferase	40	40
K14170	dehydratase	10	11
K14170	isomerase	10	11
K14170	lyase	10	11
K14170	mutase	10	11
K14191	methyltransferase	16	16
K14191	transferase	16	16
K14205	transferase	12	12
K14213	hydrolase	53	53
K14213	peptidase	53	53
K14213	protease	53	53
K14215	transferase	5	5
K14216	nucleotidyltransferase	10	12
K14216	transferase	10	12
K14260	aminotransferase	6	6
K14260	plp_binding	6	6
K14260	transferase	6	6
K14263	amidase	7	7
K14263	hydrolase	7	7
K14286	lyase	7	7
K14292	methyltransferase	5	5
K14292	transferase	5	5
K14303	transporter	5	5
K14319	cytoplasmic	7	8
K14326	isomerase	10	10
K14327	cytoplasmic	5	5
K14338	flavin_binding	7	7
K14338	monooxygenase	7	7
K14338	nad_binding	7	7
K14338	oxidoreductase	7	7
K14338	oxygenase	7	7
K14349	esterase	5	5
K14349	hydrolase	5	5
K14376	nucleotidyltransferase	16	16
K14376	transferase	16	16
K14379	hydrolase	11	11
K14379	phosphatase	11	11
K14394	hydrolase	11	11
K14394	phosphatase	11	11
K14403	hydrolase	20	21
K14410	hydrolase	10	10
K14410	phosphatase	10	10
K14415	ligase	49	49
K14415	ligase_dna	49	49
K14416	gtp_binding	7	7
K14416	hydrolase	7	7
K14427	ion_transporter	6	6
K14427	metal_transporter	6	6
K14427	symporter	6	6
K14427	transporter	6	6
K14432	dna_binding	14	17
K14432	regulator	14	17
K14432	regulatory	14	17
K14439	atp_binding	12	12
K14439	atpase	12	12
K14439	hydrolase	12	12
K14440	atp_binding	9	9
K14440	atpase	9	9
K14440	hydrolase	9	9
K14440	isomerase	9	9
K14441	sulfurtransferase	407	407
K14441	transferase	407	407
K14442	atp_binding	9	9
K14442	atpase	9	9
K14442	hydrolase	9	9
K14452	esterase	5	5
K14452	hydrolase	5	5
K14454	aminotransferase	18	18
K14454	plp_binding	18	18
K14454	transferase	18	18
K14455	aminotransferase	15	15
K14455	plp_binding	15	15
K14455	transferase	15	15
K14457	transferase	8	8
K14458	transferase	5	5
K14487	ligase	18	18
K14487	synthetase	18	18
K14497	hydrolase	17	17
K14497	phosphatase	17	17
K14498	kinase	20	20
K14498	serine_threonine_kinase	20	20
K14498	transferase	20	20
K14500	kinase	9	10
K14500	serine_threonine_kinase	9	10
K14500	transferase	9	10
K14502	kinase	6	6
K14502	serine_threonine_kinase	6	6
K14502	transferase	6	6
K14506	ligase	5	5
K14506	synthetase	5	5
K14509	transferase	14	14
K14521	transferase	9	9
K14539	hydrolase	9	11
K14563	methyltransferase	20	20
K14563	transferase	20	20
K14568	methyltransferase	27	27
K14568	transferase	27	27
K14570	hydrolase	20	21
K14588	metal_binding	5	5
K14588	oxidoreductase	5	5
K14589	methyltransferase	16	17
K14589	transferase	16	17
K14607	hydrolase	7	7
K14618	metal_binding	5	5
K14618	nad_binding	5	5
K14618	oxidoreductase	5	5
K14621	esterase	6	6
K14621	hydrolase	6	6
K14634	hydrolase	7	7
K14634	phosphatase	7	7
K14635	isomerase	18	18
K14641	hydrolase	5	5
K14648	lyase	12	12
K14652	hydrolase	82	92
K14652	lyase	89	92
K14653	amidase	18	18
K14653	hydrolase	18	18
K14654	dehydrogenase	10	10
K14654	nad_binding	10	10
K14654	oxidoreductase	10	10
K14656	nucleotidyltransferase	59	59
K14656	transferase	59	59
K14658	transferase	7	7
K14664	amidase	10	10
K14664	hydrolase	10	10
K14666	glycosyltransferase	5	5
K14666	transferase	5	5
K14674	carbohydrate_esterase	5	5
K14674	enzyme	5	5
K14674	esterase	5	5
K14674	hydrolase	5	5
K14674	lipase	5	5
K14674	lipid_metabolism	5	5
K14676	esterase	36	36
K14676	hydrolase	36	36
K14677	amidase	6	6
K14677	hydrolase	6	6
K14682	transferase	61	61
K14683	ion_transporter	10	12
K14683	metal_transporter	10	12
K14683	phosphate_transporter	10	12
K14683	sodium_transporter	10	12
K14683	symporter	10	12
K14683	transporter	10	12
K14688	ion_transporter	7	8
K14688	membrane	8	8
K14688	metal_transporter	7	8
K14688	transporter	7	8
K14703	inner_membrane	5	5
K14703	membrane	5	5
K14728	oxidoreductase	7	7
K14735	metal_binding	5	5
K14735	oxidoreductase	5	5
K14743	hydrolase	6	6
K14743	peptidase	6	6
K14743	protease	6	6
K14758	kinase	7	7
K14758	serine_threonine_kinase	7	7
K14758	transferase	7	7
K14776	atp_binding	33	33
K14776	atpase	33	33
K14776	hydrolase	33	33
K14777	atp_binding	38	38
K14777	atpase	38	38
K14777	hydrolase	38	38
K14778	atp_binding	32	33
K14778	atpase	32	33
K14778	hydrolase	32	33
K14779	atp_binding	31	31
K14779	atpase	31	31
K14779	hydrolase	31	31
K14780	atp_binding	6	6
K14780	atpase	6	6
K14780	hydrolase	6	6
K14802	atp_binding	12	12
K14802	cytoplasmic	10	12
K14802	membrane	10	12
K14802	translocase	12	12
K14802	transporter	12	12
K14803	hydrolase	8	8
K14803	phosphatase	8	8
K14805	atp_binding	31	31
K14805	atpase	31	31
K14805	hydrolase	31	31
K14806	atp_binding	33	33
K14806	atpase	33	33
K14806	hydrolase	33	33
K14807	atp_binding	20	20
K14807	atpase	20	20
K14807	hydrolase	20	20
K14808	atp_binding	33	33
K14808	atpase	33	33
K14808	hydrolase	33	33
K14809	atp_binding	40	40
K14809	atpase	40	40
K14809	hydrolase	40	40
K14810	atp_binding	35	35
K14810	atpase	35	35
K14810	hydrolase	35	35
K14811	atp_binding	28	28
K14811	atpase	28	28
K14811	hydrolase	28	28
K14813	hydrolase	8	8
K14819	hydrolase	8	9
K14819	phosphatase	8	9
K14826	isomerase	22	22
K14835	methyltransferase	6	6
K14835	transferase	6	6
K14845	hydrolase	25	25
K14850	methyltransferase	11	11
K14850	transferase	11	11
K14857	methyltransferase	20	20
K14857	transferase	20	20
K14864	methyltransferase	7	7
K14864	transferase	7	7
K14938	oxidoreductase	6	6
K14938	oxygenase	6	6
K14941	nucleotidyltransferase	91	91
K14941	transferase	91	91
K14944	rna_binding	6	6
K14948	regulator	6	6
K14948	regulatory	6	6
K14950	cytoplasmic	7	7
K14950	translocase	7	7
K14950	transporter	7	7
K14951	translocase	7	7
K14951	transporter	7	7
K14999	oxidoreductase	24	24
K14999	oxygenase	24	24
K15001	oxidoreductase	21	22
K15001	oxygenase	21	22
K15003	oxidoreductase	5	5
K15003	oxygenase	5	5
K15004	oxidoreductase	8	8
K15004	oxygenase	8	8
K15007	oxidoreductase	6	6
K15007	oxygenase	6	6
K15013	ligase	10	10
K15013	synthetase	10	10
K15024	transferase	7	7
K15078	hydrolase	48	48
K15086	lyase	5	5
K15190	methyltransferase	7	7
K15190	transferase	7	7
K15192	atp_binding	5	5
K15192	atpase	5	5
K15192	hydrolase	5	5
K15235	hydrolase	9	9
K15235	peptidase	9	9
K15235	protease	9	9
K15255	isomerase	18	18
K15256	transferase	183	183
K15257	transferase	183	183
K15258	glycosyltransferase	5	5
K15258	transferase	5	5
K15259	glycosyltransferase	6	6
K15259	transferase	6	6
K15261	glycosyltransferase	5	5
K15261	transferase	5	5
K15264	methyltransferase	7	7
K15264	transferase	7	7
K15265	isomerase	6	6
K15265	mutase	6	6
K15266	methyltransferase	10	10
K15266	transferase	10	10
K15271	isomerase	5	5
K15293	regulator	9	10
K15293	regulatory	9	10
K15303	oxidoreductase	7	7
K15317	transferase	7	7
K15318	hydrolase	7	7
K15319	oxidoreductase	6	6
K15322	lyase	11	11
K15323	lyase	6	6
K15331	methyltransferase	6	6
K15331	transferase	6	6
K15335	methyltransferase	6	6
K15335	transferase	6	6
K15336	methyltransferase	7	7
K15336	transferase	7	7
K15338	hydrolase	8	8
K15341	hydrolase	5	5
K15342	hydrolase	50	53
K15363	hydrolase	8	8
K15363	phosphodiesterase	8	8
K15371	nad_binding	8	8
K15371	oxidoreductase	8	8
K15376	nucleotidyltransferase	7	7
K15376	transferase	7	7
K15396	methyltransferase	29	29
K15396	transferase	29	29
K15397	cytoplasmic	19	22
K15397	transferase	22	22
K15406	transferase	11	11
K15415	transferase	6	6
K15422	hydrolase	6	6
K15422	phosphatase	6	6
K15423	hydrolase	26	26
K15423	phosphatase	26	26
K15429	methyltransferase	46	46
K15429	transferase	46	46
K15430	methyltransferase	10	10
K15430	transferase	10	10
K15435	hydrolase	9	9
K15435	phosphodiesterase	9	9
K15440	hydrolase	9	9
K15441	hydrolase	7	7
K15444	methyltransferase	5	5
K15444	transferase	5	5
K15445	methyltransferase	24	24
K15445	transferase	24	24
K15446	methyltransferase	12	12
K15446	transferase	12	12
K15447	methyltransferase	18	18
K15447	transferase	18	18
K15449	lyase	13	13
K15450	methyltransferase	23	23
K15450	transferase	23	23
K15451	methyltransferase	14	14
K15451	transferase	14	14
K15460	methyltransferase	128	128
K15460	transferase	128	128
K15461	methyltransferase	177	177
K15461	oxidoreductase	177	177
K15461	transferase	177	177
K15497	translocase	6	6
K15497	transporter	6	6
K15498	hydrolase	8	8
K15498	phosphatase	8	8
K15505	atp_binding	16	16
K15505	atpase	16	16
K15505	hydrolase	16	16
K15505	transferase	14	16
K15507	methyltransferase	5	5
K15507	transferase	5	5
K15510	oxidoreductase	22	22
K15520	transferase	81	81
K15521	glycosyltransferase	69	69
K15521	transferase	69	69
K15525	amidase	66	66
K15525	hydrolase	66	66
K15526	ligase	80	80
K15526	synthetase	80	80
K15527	transferase	12	12
K15528	amidase	7	7
K15528	hydrolase	7	7
K15529	hydrolase	14	14
K15529	phosphatase	14	14
K15537	monooxygenase	5	5
K15537	oxidoreductase	5	5
K15537	oxygenase	5	5
K15538	carbohydrate_active	5	5
K15538	glycosidase	5	5
K15538	hydrolase	5	5
K15544	hydrolase	26	26
K15544	phosphatase	26	26
K15555	atp_binding	91	96
K15555	translocase	95	96
K15555	transporter	95	96
K15562	kinase	11	11
K15562	serine_threonine_kinase	11	11
K15562	transferase	11	11
K15587	ion_transporter	18	18
K15587	translocase	18	18
K15587	transporter	18	18
K15601	dioxygenase	14	15
K15601	oxidoreductase	14	15
K15601	oxygenase	14	15
K15616	hydrolase	5	5
K15616	phosphatase	5	5
K15630	nucleotidyltransferase	7	7
K15630	transferase	7	7
K15631	sulfurtransferase	29	29
K15631	transferase	29	29
K15632	methyltransferase	10	10
K15632	transferase	10	10
K15633	isomerase	269	269
K15633	mutase	269	269
K15634	isomerase	62	63
K15634	mutase	62	63
K15635	isomerase	60	60
K15635	mutase	60	60
K15637	hydrolase	17	17
K15637	phosphatase	17	17
K15680	dehydrogenase	14	14
K15680	nad_binding	14	14
K15680	oxidoreductase	14	14
K15685	transferase	7	7
K15687	transferase	15	15
K15688	transferase	8	8
K15690	transferase	6	6
K15691	transferase	5	5
K15697	transferase	6	6
K15700	transferase	8	8
K15705	transferase	8	8
K15707	transferase	5	5
K15717	oxidoreductase	11	11
K15717	peroxidase	11	11
K15718	dioxygenase	13	13
K15718	oxidoreductase	13	13
K15718	oxygenase	13	13
K15728	hydrolase	9	10
K15728	phosphatase	9	10
K15729	isomerase	7	7
K15729	oxidoreductase	7	7
K15729	peroxidase	7	7
K15729	transferase	7	7
K15730	isomerase	8	9
K15731	hydrolase	12	13
K15731	phosphatase	12	13
K15732	hydrolase	6	6
K15732	phosphatase	6	6
K15737	dioxygenase	35	35
K15737	oxidoreductase	35	35
K15737	oxygenase	35	35
K15743	esterase	9	9
K15743	hydrolase	9	9
K15746	monooxygenase	6	6
K15746	oxidoreductase	6	6
K15746	oxygenase	6	6
K15759	hydrolase	10	10
K15759	phosphatase	10	10
K15778	isomerase	8	8
K15778	mutase	8	8
K15791	oxidoreductase	9	9
K15803	lyase	7	7
K15813	isomerase	6	6
K15813	mutase	6	6
K15853	transferase	5	5
K15865	sulfurtransferase	19	21
K15865	transferase	21	21
K15888	transferase	19	19
K15889	esterase	6	6
K15889	hydrolase	6	6
K15904	kinase	22	22
K15904	serine_threonine_kinase	22	22
K15904	transferase	22	22
K15909	hydrolase	6	6
K15909	phosphatase	6	6
K15916	isomerase	7	7
K15920	carbohydrate_active	13	13
K15920	glycosidase	13	13
K15920	hydrolase	13	13
K15981	monooxygenase	5	5
K15981	oxidoreductase	5	5
K15981	oxygenase	5	5
K15984	methyltransferase	192	192
K15984	transferase	192	192
K15986	hydrolase	97	97
K15987	translocase	31	31
K15987	transporter	31	31
K16011	nucleotidyltransferase	6	6
K16011	transferase	6	6
K16054	dehydratase	6	6
K16054	hydrolase	6	6
K16054	lyase	6	6
K16054	phosphatase	6	6
K16055	glycosyltransferase	14	17
K16055	transferase	14	17
K16066	dehydrogenase	9	10
K16066	nad_binding	9	10
K16066	oxidoreductase	10	10
K16146	atp_binding	19	19
K16146	kinase	19	19
K16146	transferase	19	19
K16147	glycosyltransferase	21	21
K16147	transferase	21	21
K16167	transferase	7	7
K16175	membrane	5	5
K16176	methyltransferase	5	5
K16176	transferase	5	5
K16178	methyltransferase	7	7
K16178	transferase	7	7
K16185	gtp_binding	9	10
K16185	hydrolase	9	10
K16186	gtp_binding	5	5
K16186	hydrolase	5	5
K16194	enzyme	6	6
K16194	kinase	6	6
K16194	phosphotransferase	6	6
K16194	serine_threonine_kinase	6	6
K16194	transferase	6	6
K16196	kinase	11	11
K16196	serine_threonine_kinase	11	11
K16196	transferase	11	11
K16219	methyltransferase	16	16
K16219	transferase	16	16
K16223	regulator	6	6
K16223	regulatory	6	6
K16271	transferase	5	5
K16280	regulator	5	5
K16280	regulatory	5	5
K16280	transferase	5	5
K16288	kinase	14	14
K16288	transferase	14	14
K16292	cysteine_protease	6	6
K16292	hydrolase	6	6
K16292	protease	6	6
K16295	ion_transporter	5	5
K16295	translocase	5	5
K16295	transporter	5	5
K16296	hydrolase	17	20
K16296	peptidase	17	20
K16296	protease	17	20
K16297	hydrolase	26	27
K16297	peptidase	26	27
K16297	protease	26	27
K16301	lyase	14	14
K16301	oxidoreductase	14	14
K16301	peroxidase	14	14
K16306	transferase	11	11
K16307	kinase	10	10
K16307	serine_threonine_kinase	10	10
K16307	transferase	10	10
K16309	kinase	5	5
K16309	serine_threonine_kinase	5	5
K16309	transferase	5	5
K16312	kinase	7	7
K16312	serine_threonine_kinase	7	7
K16312	transferase	7	7
K16315	enzyme	7	8
K16315	kinase	8	8
K16315	phosphotransferase	7	8
K16315	serine_threonine_kinase	8	8
K16315	transferase	8	8
K16317	methyltransferase	42	42
K16317	transferase	42	42
K16329	dehydratase	58	58
K16329	lyase	58	58
K16340	hydrolase	7	7
K16340	phosphatase	7	7
K16342	esterase	20	20
K16342	hydrolase	20	20
K16343	esterase	5	5
K16343	hydrolase	5	5
K16343	lipase	5	5
K16369	methyltransferase	39	39
K16369	transferase	39	39
K16582	ligase	5	5
K16582	synthetase	5	5
K16599	ligase	5	5
K16599	synthetase	5	5
K16603	ligase	5	5
K16603	synthetase	5	5
K16608	enzyme	8	9
K16608	ligase	9	9
K16608	synthetase	9	9
K16631	hydrolase	10	10
K16632	hydrolase	6	6
K16639	hydrolase	10	10
K16640	cytoplasmic	13	14
K16675	transferase	10	10
K16692	atp_binding	9	9
K16692	kinase	9	9
K16692	transferase	9	9
K16784	translocase	8	8
K16784	transporter	8	8
K16786	membrane	100	102
K16786	translocase	100	102
K16786	transporter	100	102
K16787	membrane	96	98
K16787	translocase	96	98
K16787	transporter	96	98
K16792	dehydratase	8	8
K16792	lyase	8	8
K16793	dehydratase	8	8
K16793	lyase	8	8
K16795	esterase	10	11
K16795	hydrolase	10	11
K16817	esterase	5	5
K16817	hydrolase	5	5
K16817	transferase	5	5
K16860	hydrolase	12	14
K16862	hydrolase	8	8
K16862	phosphodiesterase	7	8
K16869	transferase	17	17
K16871	aminotransferase	6	6
K16871	plp_binding	6	6
K16871	transferase	6	6
K16898	hydrolase	140	140
K16898	isomerase	140	140
K16899	hydrolase	137	137
K16911	atp_binding	7	7
K16911	atpase	7	7
K16911	hydrolase	7	7
K16914	dioxygenase	19	19
K16914	oxidoreductase	19	19
K16914	oxygenase	19	19
K16932	hydrolase	6	6
K17044	transferase	5	5
K17047	gtp_binding	6	6
K17047	hydrolase	6	6
K17065	cytoplasmic	12	13
K17065	gtp_binding	11	13
K17065	hydrolase	11	13
K17069	transferase	6	6
K17079	gtp_binding	5	5
K17079	hydrolase	5	5
K17098	cold_shock	8	9
K17098	heat_shock	8	9
K17098	osmoprotectant	8	9
K17098	osmotic_stress	8	9
K17098	stress_response	8	9
K17103	transferase	8	8
K17104	transferase	61	61
K17105	transferase	40	40
K17215	atp_binding	17	17
K17215	translocase	17	17
K17215	transporter	17	17
K17222	sulfurtransferase	5	5
K17222	transferase	5	5
K17231	nad_binding	13	13
K17231	oxidoreductase	13	13
K17283	hydrolase	6	6
K17283	peptidase	6	6
K17283	protease	6	6
K17339	gtp_binding	12	12
K17339	hydrolase	12	12
K17362	hydrolase	5	5
K17398	dna_methylase	10	10
K17398	methyltransferase	10	10
K17398	transferase	10	10
K17408	cytoplasmic	5	5
K17462	methyltransferase	24	24
K17462	transferase	24	24
K17485	transferase	5	5
K17488	hydrolase	38	38
K17497	isomerase	21	21
K17497	mutase	21	21
K17499	hydrolase	10	10
K17499	phosphatase	10	10
K17500	hydrolase	8	8
K17500	phosphatase	8	8
K17503	hydrolase	5	5
K17503	phosphatase	5	5
K17505	hydrolase	6	6
K17505	phosphatase	6	6
K17508	hydrolase	14	15
K17508	phosphatase	14	15
K17547	atp_binding	6	6
K17547	kinase	6	6
K17547	transferase	6	6
K17600	cytoplasmic	8	9
K17605	isomerase	40	41
K17609	nad_binding	10	12
K17609	oxidoreductase	10	12
K17609	sulfur_metabolism	10	12
K17616	hydrolase	10	10
K17616	phosphatase	10	10
K17617	hydrolase	13	13
K17617	phosphatase	13	13
K17618	hydrolase	11	11
K17618	phosphatase	11	11
K17653	methyltransferase	5	5
K17653	transferase	5	5
K17654	methyltransferase	6	6
K17654	transferase	6	6
K17655	endonuclease	5	5
K17655	hydrolase	5	5
K17655	nuclease	5	5
